Province,District,Tehsil,Union Council,Village/City
AZAD KASHMIR,BHIMBER,BHIMBER,DAURA,LAKHPUR
AZAD KASHMIR,BHIMBER,BHIMBER,DAURA,MUGHAL GARHA
AZAD KASHMIR,BHIMBER,BHIMBER,DAURA,PANDORI
AZAD KASHMIR,BHIMBER,BHIMBER,DAURA,PINDI
AZAD KASHMIR,BHIMBER,BHIMBER,DAURA,POTHI
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,CHAK KHURD
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,CHAPRAN KAS
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,DHANDAR
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,DHARA
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,GARHA DIN
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,KOT CHIBBAN
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,KOT JATTAN
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,MACHORA
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,MAGHLOORA
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,PITHORANI
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,RAKH MAGHUORA
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,SALAM
AZAD KASHMIR,BHIMBER,BHIMBER,DHANDAR KOT,SANGHAR
AZAD KASHMIR,BHIMBER,BHIMBER,GARHA KANJAL,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,GARHA REHMAN,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,KANGRA,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,KAS GUMAN,DAMAWA
AZAD KASHMIR,BHIMBER,BHIMBER,KAS GUMAN,KAS GUMAN
AZAD KASHMIR,BHIMBER,BHIMBER,KAS GUMAN,KAS JAMAL
AZAD KASHMIR,BHIMBER,BHIMBER,KAS GUMAN,MACHAT
AZAD KASHMIR,BHIMBER,BHIMBER,KAS GUMAN,PANYARI
AZAD KASHMIR,BHIMBER,BHIMBER,KAS GUMAN,THATHI
AZAD KASHMIR,BHIMBER,BHIMBER,KASCHANATAR,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,KHADORA,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,KOT CHIBBAN,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,MAGHLOORA,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,MORAH SADDA,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,ALI BEG
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,CHANI KANJAL
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,CHANI PIR TAJUDDIN
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,CHAPRAN
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,CHEHLA
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,CHHANI RAIKI
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,CHHANNI THOTHAL
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,GARHA KANJAL
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,GHAZI GARAH
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,GIGAN MUSA
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,GORASIAN
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,GULBHAR
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,KAMOTRA
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,KHAMBI
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,KOHAL
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,KUND
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,LASS
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,MARIAL
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,NAKKAR
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,PANJERI
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,SERI
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,SOHILA
AZAD KASHMIR,BHIMBER,BHIMBER,PANJERI,SOKASAN
AZAD KASHMIR,BHIMBER,BHIMBER,PINDI,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,PITHORANI,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,POTHI,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,SEHLAR,(blank)
AZAD KASHMIR,BHIMBER,BHIMBER,SOKASON,(blank)
AZAD KASHMIR,BHIMBER,SAMAHNI,BAGSAR,DAB
AZAD KASHMIR,BHIMBER,SAMAHNI,BAGSAR,KHO PANI
AZAD KASHMIR,BHIMBER,SAMAHNI,BAGSAR,NALI
AZAD KASHMIR,BHIMBER,SAMAHNI,BAGSAR,SANDOHA
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,BAGH CHAGGA
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,BAGSAR
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,BANDALA
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,KHAWALIAN
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,KHORI
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,MEHTQA
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,PANDORI
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,SADAHABAD
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,SADHARI
AZAD KASHMIR,BHIMBER,SAMAHNI,BANDALA,SERI
AZAD KASHMIR,BHIMBER,SAMAHNI,BEHMLA GANOORAH,SARNILA
AZAD KASHMIR,BHIMBER,SAMAHNI,CHAHI,(blank)
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,BINDI
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,CHOWKI
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,GATARI
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,JANDI CHONTRA
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,JHANGAR
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,NARA
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,PARATI
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,RAMAL
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,TONIN KADIALA
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,TONIN KHAS
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,TONIN RAIKI
AZAD KASHMIR,BHIMBER,SAMAHNI,CHOWKI,TONIN THATHI
AZAD KASHMIR,BHIMBER,SAMAHNI,DARHAL GAGGAN,BARJAN
AZAD KASHMIR,BHIMBER,SAMAHNI,GARHOON,CHARALI
AZAD KASHMIR,BHIMBER,SAMAHNI,KADIALA,(blank)
AZAD KASHMIR,BHIMBER,SAMAHNI,KATHYALA,(blank)
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,BROAH
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,CHAK SARYA
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,DANNA
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,HARIPUR
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,HILL
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,KATHYALA
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,KHAMBHA
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,KHOI
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,KOTLI
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,SONA VALLEY
AZAD KASHMIR,BHIMBER,SAMAHNI,KHAMBHA,THATHI GUJRAN
AZAD KASHMIR,BHIMBER,SAMAHNI,MALOANA,(blank)
AZAD KASHMIR,BHIMBER,SAMAHNI,PIND JATTAN,(blank)
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,BARJAH
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,BEHMLA GANOORAH
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,BINDLI
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,CHADROON
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,CHAMBER
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,CHAWALA
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,DARHAL GAGGAN
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,GAINAN
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,GAKREELA
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,GARHOON
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,HURAN
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,MAHI
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,PARAN
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,PIR GALI
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,POONA
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,SANDAR
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,SEHLA
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,TANDER
AZAD KASHMIR,BHIMBER,SAMAHNI,POONA,THATHI JANDALA
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,CHAHI
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,GAHI
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,HILL
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,KALACHH
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,MALOANA
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,MANANA
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,NEHALA
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,PIND JATTAN
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,RAMLOH
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,SAMAHNI
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,SAMRALA
AZAD KASHMIR,BHIMBER,SAMAHNI,SAMAHNI,SARSALA
AZAD KASHMIR,BHIMBER,SAMAHNI,SANDOHA,GHORA GHAKHARAN
AZAD KASHMIR,BHIMBER,SAMAHNI,TONIN,(blank)
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,ANDRA SERI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,BARRIALA
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,KIATI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,KOPRA
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,MUHOTAR
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,MUNDAN
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,MURAD ABAD
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,NARGOLI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,NOON BAGLA
AZAD KASHMIR,HATTIAN BALA,CHIKAR,ANDRA SERI,PANO-PINDI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,BAIL
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,BANDI BAKALAN
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,BATSHER
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,DAKHAN PADAR
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,KOTLI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,LODHIABAD(DANABAH)
AZAD KASHMIR,HATTIAN BALA,CHIKAR,BANDI BAKALAN,NANAN
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,BATANGI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,CHIKAR
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,DARUBBADI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,HARIAN CHORIAN
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,ISALAMABAD
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,JABBAR BATANG
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,KUNDIAN SHAKRIAN
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,NAGNI KASIR KOT
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,NAKAR
AZAD KASHMIR,HATTIAN BALA,CHIKAR,CHIKAR,RAM SAR
AZAD KASHMIR,HATTIAN BALA,CHIKAR,SULMIAH,JABBAR JANDALI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,SULMIAH,KARLI HARRIALA
AZAD KASHMIR,HATTIAN BALA,CHIKAR,SULMIAH,LAMIAN BARI
AZAD KASHMIR,HATTIAN BALA,CHIKAR,SULMIAH,SARBALA
AZAD KASHMIR,HATTIAN BALA,CHIKAR,SULMIAH,SULMIAH
AZAD KASHMIR,HATTIAN BALA,CHIKAR,SULMIAH,TIMBER KOT
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,BANI HAFIZ
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,BANI HOTERI BARI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,BANI LANGRIAL
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,BARROR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,BAT BANI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,SAR BAGLA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,BANI HAFIZ,SENAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,BANDI BALA MIRAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,BANDI CHAKKAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,BATANGI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,CHAK HAMA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,DARRA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,DOWARTH
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,GARTHAMA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHAK HAMA,KUNA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHOWKOTHE,CHOWKOTHE
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHOWKOTHE,DHARANG
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHOWKOTHE,KHAIEE GRAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHOWKOTHE,MOHRA SADIQ
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,CHOWKOTHE,SARBAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,BANDI AHMAD KHAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,BANDI MOHRI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,CHAKLI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,DABAR GAILAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,DAMAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,DIMIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,GHARANG
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,NANDAR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,SOKAR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,DAMAN,SUMM
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,GUJAR BANDI,GUJAR BANDI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,GUJAR BANDI,KALI GABAR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,GUJAR BANDI,KATHAI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,GUJAR BANDI,KOTLA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,GUJAR BANDI,SUDHANI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,GUJAR BANDI,TILIKOTE
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,AMRA SAWAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,DHANI SHAHDARA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,HAIL
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,HATTIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,KUCHA DULARI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,LASDHAR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,MALIK PURA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,NAINSUKH
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,HATTIAN BALA,NALA CHAKLI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHALANA,AOLRAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHALANA,BANDI HIJAM
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHALANA,KHILLANA KALAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHALANA,SOGNA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHALANA,TOPHARABAD
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHALANA,UPPEE
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHANDA,GOHARABAD
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHANDA,NOWGRAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHANDA,SARAI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,KHANDA,SUNDARI BANDI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LAMNIAN,BANDI GORSIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LAMNIAN,DHOODPURA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LAMNIAN,LAMNIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LAMNIAN,PARSA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LAMNIAN,QAZIABAD
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LAMNIAN,RASHIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LANGLA,CHAROI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LANGLA,KHANDA BELA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LANGLA,KUKER WARA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LANGLA,LANGLA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,LANGLA,TAKIA BANDI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,BANDGRAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,BANDI SUCHIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,CHAMBA KUMHAR BANDI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,GHIL SUCHIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,GOSAIEEN BAGH
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,MAKNAIT
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,NAIL PUSH
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,SHARIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MAKNAIT,SOHA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,BAGHSAR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,DAHAL CHATHIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,DHANNI BAKALAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,DHARIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,KANINAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,SARAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MALIKPURA,SERI CHHELLAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,GANDIGRAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,HOTRARI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,MERABKOT
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,NALEE
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,PAHAL
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,RAIWAND
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,MERABKOT,SAFAIDA BALA SETHU
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,NARDAJJIAN,CHAM
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,NARDAJJIAN,GHEL JABRA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,NARDAJJIAN,KHATAR NARR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,NARDAJJIAN,NARDAJJIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,NARDAJJIAN,TRARAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,BANDI BALA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,DARBANG
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,GHEE KOT
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,KALAS
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,KHILLANA KHURD
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,KUNDRI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,PHELAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,RAJPUR
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,SERI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,RAJPUR,SHAH KANJA
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,SARRAK CHINARI,ANDRA SERI
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,SARRAK CHINARI,BANDI SYEDAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,SARRAK CHINARI,BANIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,SARRAK CHINARI,CHUNIAN
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,SARRAK CHINARI,JASKOOL
AZAD KASHMIR,HATTIAN BALA,HATTIAN BALA,SARRAK CHINARI,SARRAK CHINARI
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,BANAMULA
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,CHAK MUQAM
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,CHATER KARI
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,GHASLA
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,KUNDIAN AMROAI
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,LUBGRAN
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,MOJI
AZAD KASHMIR,HATTIAN BALA,LEEPA,BANAMULA,SUDHPURA
AZAD KASHMIR,HATTIAN BALA,LEEPA,GHAIPURA,BATTLIAN
AZAD KASHMIR,HATTIAN BALA,LEEPA,GHAIPURA,BEEJAL DHAR
AZAD KASHMIR,HATTIAN BALA,LEEPA,GHAIPURA,GHAIPURA
AZAD KASHMIR,HATTIAN BALA,LEEPA,GHAIPURA,UNTULIAN
AZAD KASHMIR,HATTIAN BALA,LEEPA,LEEPA,CHATTER GAAM
AZAD KASHMIR,HATTIAN BALA,LEEPA,LEEPA,LEEPA
AZAD KASHMIR,HATTIAN BALA,LEEPA,LEEPA,MALIKPURA(MAHARAJ GUND)
AZAD KASHMIR,HATTIAN BALA,LEEPA,LEEPA,QESAR KOTE
AZAD KASHMIR,HATTIAN BALA,LEEPA,LEEPA,SAIDPURA
AZAD KASHMIR,HATTIAN BALA,LEEPA,LEEPA,TILWARRI
AZAD KASHMIR,HATTIAN BALA,LEEPA,NOW-KOTE,CHANIAN CHAMOLA
AZAD KASHMIR,HATTIAN BALA,LEEPA,NOW-KOTE,GAHIKOT KIWARA
AZAD KASHMIR,HATTIAN BALA,LEEPA,NOW-KOTE,GAIDORI
AZAD KASHMIR,HATTIAN BALA,LEEPA,NOW-KOTE,KALLI-MANDAL
AZAD KASHMIR,HATTIAN BALA,LEEPA,NOW-KOTE,MUNDA KALI
AZAD KASHMIR,HATTIAN BALA,LEEPA,NOW-KOTE,NOW-KOTE
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,AGIWAS,AGIWAS
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,AGIWAS,DILOWALI
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,AGIWAS,MOHRI MAIDAN
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,AGIWAS,SARJIWAR
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BADHAL,BADHAL
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BADHAL,GOGDAR
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BADHAL,LOYIAN
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BHEDI,DOBA BHEDI
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BHEDI,HYDERABAD
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BHEDI,SUBHAI BALA
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,BHEDI,SUBHAI PAEEN
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,CHAKYAS,BASTI PHULBAN
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,CHAKYAS,CHAKYAS
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,CHAKYAS,CHARIKOT
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,CHAKYAS,NAKAR
AZAD KASHMIR,HAVELI(KAHUTA),HAVELI,CHAKYAS,NAKARKOT
